customer_id,first_name,last_name,age,gender,country,city,registration_date,acquisition_channel,customer_segment,preferred_language,tenure_days,total_watch_time_minutes,total_viewing_sessions,average_completion_percentage,average_rating,feedback_count,support_ticket_count,average_support_satisfaction,has_support_satisfaction,successful_payment_count,total_successful_payment_amount,failed_payment_count,subscription_count,has_plan_change,is_active_subscription,average_watch_time_per_session,unique_titles_watched,active_viewing_days,current_plan,payment_failure_rate,favorite_genre,unique_genres_watched,current_subscription_tenure_days,has_failed_payment
CUST003071,Alejandro,Singh,29.0,Male,CA,Montreal,2022-02-11,Partner Bundle (Telecom),Individual,Japanese,1600,297.0,7.0,68.57142857142857,0.0,0.0,1.0,2.0,1,13.0,298.87,2.0,1,0,0,42.42857142857143,7.0,7.0,PLAN03,0.13333333333333333,Crime,7,1600,1
CUST006161,Jennifer,Adeyemi,42.0,Male,United States,Austin,2023-01-21,App Store,Corporate Bundle,Indonesian,1256,167.0,6.0,76.16666666666667,3.0,1.0,1.0,2.0,1,12.0,83.88,3.0,1,0,1,27.833333333333332,6.0,6.0,PLAN01,0.2,Action,6,1256,1
CUST001658,Jun,Jung,29.0,Male,Britain,London,2022-03-19,Organic Search,Individual,English,1564,219.0,6.0,67.33333333333333,0.0,0.0,0.0,,0,15.0,104.85000000000001,0.0,2,1,0,36.5,6.0,6.0,PLAN01,0.0,Drama,5,859,0
CUST006861,Linda,Rahman,24.0,Other,Brazil,Brasilia,2025-10-26,Partner Bundle (Telecom),Individual,English,247,67.0,2.0,63.0,5.0,1.0,0.0,,0,8.0,55.92,0.0,2,1,1,33.5,2.0,2.0,PLAN01,0.0,Horror,2,179,0
CUST000453,Mohammed,Zhou,19.0,Male,United States,Tokyo,2021-12-27,Partner Bundle (Telecom),Corporate Bundle,Tagalog,1646,25.0,1.0,91.0,0.0,0.0,0.0,,0,14.0,216.86,1.0,1,0,1,25.0,1.0,1.0,PLAN02,0.06666666666666667,Documentary,1,1646,1
CUST004707,Naledi,Santos,45.0,Female,Canada,Ottawa,2019-02-02,Organic Search,Individual,English,2705,484.0,12.0,71.33333333333333,0.0,0.0,0.0,,0,13.0,90.87,2.0,1,0,1,40.333333333333336,12.0,12.0,PLAN01,0.13333333333333333,Horror,11,2705,1
CUST003681,Yuto,Zhang,36.0,Female,France,Toulouse,2025-05-24,Affiliate Partner,Corporate Bundle,English,402,806.0,14.0,66.92857142857143,2.0,1.0,0.0,,0,13.0,97.86,0.0,2,1,0,57.57142857142857,14.0,14.0,PLAN01,0.0,Documentary,10,104,0
CUST000423,Hassan,Richard,34.0,Female,South Africa,Durban,2020-05-12,Organic Search,Family,Hindi,2240,491.0,10.0,74.1,3.0,1.0,1.0,2.0,1,15.0,344.84999999999997,0.0,1,0,1,49.1,10.0,9.0,PLAN03,0.0,Comedy,7,2240,0
CUST001221,Chidi,Miller,38.0,Female,India,Mumbai,2024-01-15,Email Campaign,Individual,Hindi,897,300.0,6.0,69.5,3.0,1.0,0.0,,0,14.0,216.86,1.0,1,0,1,50.0,6.0,6.0,PLAN02,0.06666666666666667,Drama,5,897,1
CUST007695,Yuto,Bernard,34.0,Male,France,Paris,2025-06-03,Paid Social,Individual,French,392,326.0,9.0,49.333333333333336,1.0,1.0,0.0,,0,10.0,69.9,3.0,2,1,0,36.22222222222222,9.0,9.0,PLAN01,0.23076923076923078,Horror,7,101,1
CUST004303,Huda,Rodrigues,17.0,Male,France,Marseille,2026-02-27,App Store,Family,Tagalog,123,480.0,10.0,88.3,0.0,0.0,1.0,,0,3.0,20.97,1.0,1,0,1,48.0,10.0,10.0,PLAN01,0.25,Horror,9,123,1
CUST007507,Lucia,Ferreira,34.0,Female,India,Kolkata,2019-08-06,Partner Bundle (Telecom),Individual,Spanish,2520,484.0,12.0,69.5,0.0,0.0,0.0,,0,12.0,178.14000000000001,3.0,1,0,0,40.333333333333336,12.0,12.0,PLAN02,0.2,Anime,8,2520,1
CUST007568,Zara,Banda,43.0,Male,Nigeria,Ibadan,2025-05-11,Email Campaign,Student,Hindi,415,198.0,5.0,73.8,0.0,0.0,1.0,5.0,1,11.0,170.39000000000001,2.0,1,0,1,39.6,5.0,5.0,PLAN02,0.15384615384615385,Drama,5,415,1
CUST000103,Oliver,Nair,42.0,Female,United Arab Emirates,Abu Dhabi,2021-10-05,Paid Social,Student,English,1729,461.0,9.0,63.44444444444444,0.0,0.0,2.0,3.0,1,14.0,216.86,1.0,1,0,1,51.22222222222222,9.0,9.0,PLAN02,0.06666666666666667,Anime,7,1729,1
CUST004946,Joseph,Reddy,30.0,Male,Spain,Valencia,2024-01-01,Paid Social,Individual,English,911,455.0,9.0,83.0,4.0,3.0,1.0,3.0,1,15.0,104.85000000000001,0.0,1,0,1,50.55555555555556,9.0,9.0,PLAN01,0.0,Anime,7,911,0
CUST003661,Camila,Ahmed,33.0,Male,United Kingdom,Austin,2021-11-20,Referral,Family,Hindi,1683,522.0,11.0,65.0,0.0,0.0,1.0,5.0,1,14.0,377.03999999999996,1.0,2,1,1,47.45454545454545,11.0,11.0,PLAN03,0.06666666666666667,Anime,10,12,1
CUST001581,George,Kobayashi,33.0,Female,United States,Miami,2022-11-24,Partner Bundle (Telecom),Individual,Hindi,1314,565.0,10.0,73.0,0.0,0.0,0.0,,0,15.0,101.36,0.0,1,0,1,56.5,10.0,10.0,PLAN01,0.0,Thriller,7,1314,0
CUST003115,James,Richard,40.0,Male,United States,Chicago,2023-02-08,Organic Search,Corporate Bundle,Hindi,1238,343.0,7.0,72.28571428571429,4.0,3.0,0.0,,0,15.0,104.85000000000001,0.0,1,0,0,49.0,7.0,7.0,PLAN01,0.0,Anime,7,1238,0
CUST002207,Oliver,Almeida,34.0,Prefer not to say,Brazil,Austin,2019-08-03,Organic Search,Individual,French,2523,306.0,7.0,86.57142857142857,0.0,0.0,1.0,,0,14.0,216.86,1.0,1,0,1,43.714285714285715,7.0,7.0,PLAN02,0.06666666666666667,Horror,5,2523,1
CUST000171,Sakura,Johnson,46.0,Male,Mexico,Guadalajara,2024-06-04,Paid Social,Family,Italian,756,413.0,8.0,78.5,3.0,1.0,2.0,2.0,1,14.0,216.86,1.0,2,1,0,51.625,7.0,8.0,PLAN02,0.06666666666666667,Anime,6,171,1
CUST005954,Huda,Saito,26.0,Male,United States,Houston,2024-11-08,Organic Search,Family,English,599,474.0,10.0,74.0,0.0,0.0,0.0,,0,15.0,111.84,0.0,1,0,0,47.4,10.0,10.0,PLAN01,0.0,Action,7,599,0
CUST000136,Logan,Mensah,14.0,Female,JP,Tokyo,2025-02-09,Affiliate Partner,Family,Hindi,506,358.0,8.0,64.75,0.0,0.0,0.0,,0,14.0,209.12,1.0,1,0,1,44.75,8.0,8.0,PLAN02,0.06666666666666667,Sports,7,506,1
CUST006597,Miguel,Suzuki,62.0,Female,United States,Los Angeles,2025-08-02,Affiliate Partner,Individual,Hindi,332,352.0,8.0,77.125,5.0,1.0,0.0,,0,11.0,76.89,0.0,1,0,1,44.0,8.0,8.0,PLAN01,0.0,Sports,5,332,0
CUST004966,Elizabeth,Okafor,32.0,Other,France,Marseille,2024-06-14,Organic Search,Student,Arabic,746,73.0,2.0,63.0,0.0,0.0,1.0,3.0,1,14.0,216.86,1.0,1,0,1,36.5,2.0,2.0,PLAN02,0.06666666666666667,Sports,2,746,1
CUST001311,Ahmed,Huang,27.0,Female,India,Ahmedabad,2019-06-14,Referral,Individual,English,2573,710.0,13.0,70.61538461538461,1.0,1.0,1.0,3.0,1,14.0,90.87,1.0,1,0,1,54.61538461538461,13.0,13.0,PLAN01,0.06666666666666667,Mystery,10,2573,1
CUST007241,Ren,Singh,40.0,Female,United States,Austin,2021-06-10,Paid Social,Individual,Arabic,1846,544.0,10.0,63.8,0.0,0.0,0.0,,0,13.0,160.77,2.0,1,0,1,54.4,10.0,10.0,PLAN01,0.13333333333333333,Thriller,6,1846,1
CUST002285,Ricardo,Richard,27.0,Prefer not to say,United States,Miami,2024-12-18,Affiliate Partner,Student,English,559,319.0,7.0,70.42857142857143,4.0,1.0,0.0,,0,14.0,371.76,1.0,1,0,0,45.57142857142857,7.0,7.0,PLAN02,0.06666666666666667,Horror,4,559,1
CUST004421,Logan,Qureshi,51.0,Other,United States,Austin,2026-03-19,Paid Social,Individual,Spanish,103,356.0,11.0,67.81818181818181,0.0,0.0,0.0,,0,3.0,68.97,0.0,1,0,0,32.36363636363637,11.0,10.0,PLAN03,0.0,Anime,9,103,0
CUST006728,Juan,Mensah,32.0,Male,Poland,Austin,2025-06-11,Organic Search,Individual,English,384,141.0,6.0,79.83333333333333,0.0,0.0,0.0,,0,12.0,83.88,0.0,1,0,1,23.5,6.0,6.0,PLAN01,0.0,Documentary,6,384,0
CUST002865,Alexander,Adeyemi,25.0,Male,Philippines,Austin,2024-12-16,Paid Social,Individual,Hindi,561,21.0,1.0,77.0,1.0,1.0,1.0,,0,14.0,321.85999999999996,1.0,1,0,1,21.0,1.0,1.0,PLAN03,0.06666666666666667,Fantasy,1,561,1
CUST005504,Jessica,Zhou,26.0,Prefer not to say,United Kingdom,London,2021-12-09,Paid Social,Individual,English,1664,614.0,14.0,76.78571428571429,0.0,0.0,1.0,1.0,1,15.0,232.35,0.0,1,0,0,43.857142857142854,14.0,14.0,PLAN02,0.0,Comedy,9,1664,0
CUST001936,Alexander,Chen,28.0,Female,United States,Durban,2023-11-20,Email Campaign,Individual,English,953,484.0,9.0,77.55555555555556,0.0,0.0,1.0,,0,14.0,97.86,1.0,1,0,1,53.77777777777778,9.0,9.0,PLAN01,0.06666666666666667,Comedy,6,953,1
CUST002485,Sami,Rahman,14.0,Male,Germany,Cologne,2025-04-12,Partner Bundle (Telecom),Individual,Korean,444,599.0,9.0,75.77777777777777,3.0,1.0,5.0,3.6666666666666665,1,10.0,69.9,4.0,1,0,0,66.55555555555556,9.0,8.0,PLAN01,0.2857142857142857,Horror,6,444,1
CUST002848,Aisha,Pereira,50.0,Female,India,Kolkata,2024-04-25,Referral,Corporate Bundle,Korean,796,511.0,8.0,74.25,2.0,1.0,3.0,4.0,1,14.0,216.86,1.0,1,0,1,63.875,8.0,8.0,PLAN02,0.06666666666666667,Anime,6,796,1
CUST003961,Layla,Mwangi,46.0,Male,India,Ahmedabad,2026-05-26,Email Campaign,Corporate Bundle,English,35,95.0,2.0,67.5,2.0,1.0,0.0,,0,0.0,0.0,1.0,1,0,0,47.5,2.0,2.0,PLAN02,1.0,Drama,1,35,1
CUST000808,Riku,Sheikh,32.0,Male,Brazil,Fortaleza,2019-12-27,Email Campaign,Family,Arabic,2377,1007.0,12.0,61.5,4.0,1.0,0.0,,0,14.0,216.86,1.0,1,0,1,83.91666666666667,11.0,12.0,PLAN02,0.06666666666666667,Action,9,2377,1
CUST002046,Chidi,Schmidt,37.0,Female,South Korea,Busan,2022-05-15,Organic Search,Family,English,1507,370.0,8.0,65.75,2.3333333333333335,3.0,1.0,5.0,1,13.0,201.37,2.0,1,0,1,46.25,8.0,8.0,PLAN02,0.13333333333333333,Horror,6,1507,1
CUST003922,Chidi,Bernard,21.0,Female,United States,Mumbai,2020-05-20,Organic Search,Corporate Bundle,Indonesian,2232,382.0,6.0,75.33333333333333,0.0,0.0,0.0,,0,12.0,83.88,3.0,1,0,0,63.666666666666664,6.0,6.0,PLAN01,0.2,Documentary,4,2232,1
CUST000463,Lei,Kim,130.0,Male,AR,Austin,2025-10-18,Affiliate Partner,Individual,Korean,255,577.0,11.0,71.9090909090909,0.0,0.0,0.0,,0,7.0,160.92999999999998,1.0,1,0,1,52.45454545454545,11.0,11.0,PLAN03,0.125,Mystery,9,255,1
CUST001957,Jennifer,Oliveira,26.0,Male,France,Toulouse,2019-02-23,Referral,Student,French,2684,577.0,12.0,82.16666666666667,3.0,1.0,0.0,,0,13.0,90.87,2.0,1,0,0,48.083333333333336,12.0,12.0,PLAN01,0.13333333333333333,Anime,8,2684,1
CUST003788,Sota,Sharma,35.0,Female,India,Hyderabad,2021-08-08,Email Campaign,Family,English,1787,512.0,8.0,76.25,3.0,1.0,1.0,3.0,1,15.0,232.35,0.0,1,0,1,64.0,8.0,8.0,PLAN02,0.0,Anime,8,1787,0
CUST000800,Layla,Santos,36.0,Male,india,Delhi,2024-09-26,Partner Bundle (Telecom),Individual,French,642,671.0,14.0,68.14285714285714,0.0,0.0,1.0,,0,14.0,321.85999999999996,1.0,1,0,1,47.92857142857143,14.0,12.0,PLAN03,0.06666666666666667,Sci-Fi,8,642,1
CUST002403,Hina,Liu,26.0,Female,Brazil,Austin,2022-04-27,Paid Social,Individual,Arabic,1525,306.0,7.0,69.42857142857143,3.6666666666666665,3.0,1.0,3.0,1,15.0,232.35,0.0,1,0,1,43.714285714285715,7.0,7.0,PLAN02,0.0,Anime,7,1525,0
CUST003542,Jack,Petit,41.0,Male,South Korea,Incheon,2020-11-10,Affiliate Partner,Individual,Portuguese,2058,667.0,13.0,61.92307692307692,2.5,2.0,1.0,3.0,1,13.0,90.87,2.0,1,0,1,51.30769230769231,13.0,13.0,PLAN01,0.13333333333333333,Anime,9,2058,1
CUST001074,Mia,Lee,18.0,Male,Brazil,Fortaleza,2024-10-17,Partner Bundle (Telecom),Family,Korean,621,1058.0,10.0,71.1,0.0,0.0,1.0,,0,15.0,232.35,0.0,1,0,1,105.8,10.0,10.0,PLAN02,0.0,Documentary,7,621,0
CUST000145,Huda,Kobayashi,30.0,Female,Philippines,Austin,2020-10-04,Organic Search,Individual,English,2095,196.0,5.0,68.4,0.0,0.0,1.0,5.0,1,15.0,344.84999999999997,0.0,1,0,1,39.2,5.0,5.0,PLAN03,0.0,Anime,5,2095,0
CUST001341,Huda,Martin,31.0,Female,France,Marseille,2020-09-15,App Store,Family,English,2114,60.0,1.0,97.0,5.0,1.0,1.0,4.0,1,15.0,104.85000000000001,0.0,2,1,0,60.0,1.0,1.0,PLAN01,0.0,Romance,1,1648,0
CUST005662,Sota,Wu,42.0,Female,India,Mumbai,2023-08-31,Affiliate Partner,Individual,Spanish,1034,259.0,4.0,89.5,0.0,0.0,1.0,,0,14.0,216.86,1.0,1,0,1,64.75,4.0,4.0,PLAN02,0.06666666666666667,Thriller,3,1034,1
CUST006623,Ahmed,Meyer,27.0,Male,Australia,Perth,2019-06-06,Referral,Student,Hindi,2581,577.0,14.0,67.92857142857143,3.0,1.0,0.0,,0,15.0,232.35,0.0,1,0,1,41.214285714285715,14.0,14.0,PLAN02,0.0,Anime,6,2581,0
CUST002092,Robert,Hussain,27.0,Other,India,Pune,2023-01-31,Direct,Individual,English,1246,1088.0,12.0,55.666666666666664,0.0,0.0,0.0,,0,14.0,216.86,1.0,1,0,1,90.66666666666667,12.0,12.0,PLAN02,0.06666666666666667,Family,8,1246,1
CUST005007,Kwame,Wang,21.0,Female,Mexico,Puebla,2019-03-20,Affiliate Partner,Individual,Arabic,2659,161.0,5.0,82.8,3.0,1.0,0.0,,0,15.0,344.84999999999997,0.0,1,0,1,32.2,5.0,5.0,PLAN03,0.0,Comedy,5,2659,0
CUST004468,Jose,Rahman,45.0,Male,United States,Houston,2025-05-23,Paid Social,Individual,Spanish,403,304.0,5.0,74.6,0.0,0.0,1.0,4.0,1,13.0,298.87,0.0,2,1,0,60.8,5.0,5.0,PLAN03,0.0,Horror,4,117,0
CUST005563,John,Robert,28.0,Male,India,Ahmedabad,2026-01-28,App Store,Individual,French,153,449.0,10.0,75.7,0.0,0.0,2.0,4.0,1,3.0,68.97,2.0,1,0,1,44.9,10.0,10.0,PLAN03,0.4,Documentary,6,153,1
CUST004510,Charlie,Ito,31.0,Male,Brazil,Brasilia,2023-05-12,App Store,Individual,Hindi,1145,156.0,4.0,75.75,2.5,2.0,1.0,3.0,1,14.0,97.86,1.0,1,0,1,39.0,4.0,4.0,PLAN01,0.06666666666666667,Comedy,4,1145,1
CUST004797,Khalid,Bernard,33.0,Female,USA,Chicago,2020-11-15,Direct,Corporate Bundle,English,2053,153.0,3.0,71.66666666666667,3.0,1.0,2.0,3.5,1,14.0,97.86,1.0,1,0,0,51.0,3.0,3.0,PLAN01,0.06666666666666667,Sci-Fi,2,2053,1
CUST002859,Harper,Sharma,38.0,Female,uae,Sharjah,2026-03-17,Email Campaign,Individual,Spanish,105,132.0,2.0,54.5,3.0,1.0,0.0,,0,3.0,46.47,0.0,1,0,0,66.0,2.0,2.0,PLAN02,0.0,Comedy,2,105,0
CUST001004,Aarav,Kobayashi,32.0,Female,Philippines,Cebu City,2019-10-24,Partner Bundle (Telecom),Individual,Korean,2441,1320.0,12.0,80.83333333333333,2.0,1.0,3.0,3.5,1,14.0,321.85999999999996,1.0,1,0,0,110.0,12.0,12.0,PLAN03,0.06666666666666667,Documentary,10,2441,1
CUST004813,Haruto,Hoffmann,24.0,Male,Japan,Austin,2020-04-24,Organic Search,Individual,English,2258,158.0,5.0,59.8,0.0,0.0,0.0,,0,14.0,216.86,1.0,1,0,0,31.6,5.0,5.0,PLAN02,0.06666666666666667,Anime,3,2258,1
CUST005010,Jose,Becker,31.0,Female,India,Hyderabad,2023-05-19,App Store,Individual,English,1138,251.0,8.0,76.5,1.0,1.0,1.0,5.0,1,13.0,90.87,2.0,1,0,1,31.375,8.0,8.0,PLAN01,0.13333333333333333,Documentary,6,1138,1
CUST000556,Themba,Choi,25.0,Male,United Kingdom,Manchester,2024-07-30,Partner Bundle (Telecom),Corporate Bundle,German,700,553.0,11.0,60.45454545454545,0.0,0.0,1.0,4.0,1,13.0,90.87,2.0,1,0,1,50.27272727272727,11.0,11.0,PLAN01,0.13333333333333333,Anime,9,700,1
CUST006780,Lucas,Souza,41.0,Male,United States,Seattle,2025-12-18,App Store,Individual,English,194,461.0,12.0,68.83333333333333,1.75,4.0,0.0,,0,6.0,137.94,0.0,1,0,1,38.416666666666664,11.0,12.0,PLAN03,0.0,Anime,9,194,0
CUST001486,Hao,Yamamoto,38.0,Female,Philippines,Manila,2022-05-27,Organic Search,Individual,Portuguese,1495,339.0,11.0,71.9090909090909,5.0,1.0,2.0,4.0,1,14.0,97.86,1.0,1,0,0,30.818181818181817,11.0,11.0,PLAN01,0.06666666666666667,Horror,9,1495,1
CUST005753,Nia,Iyer,62.0,Female,Indonesia,Jakarta,2023-07-15,Partner Bundle (Telecom),Individual,English,1081,311.0,8.0,70.125,0.0,0.0,0.0,,0,14.0,216.86,1.0,1,0,0,38.875,8.0,8.0,PLAN02,0.06666666666666667,Romance,6,1081,1
CUST001273,Aisha,Martinez,26.0,Female,India,Mumbai,2020-06-11,Email Campaign,Individual,French,2210,344.0,7.0,68.42857142857143,0.0,0.0,2.0,3.0,1,15.0,224.61,0.0,1,0,1,49.142857142857146,7.0,7.0,PLAN02,0.0,Fantasy,5,2210,0
CUST001412,Gabriela,Liu,57.0,Female,India,Hyderabad,2024-05-02,Referral,Family,Hindi,789,299.0,8.0,76.25,5.0,1.0,0.0,,0,14.0,321.85999999999996,1.0,1,0,1,37.375,8.0,8.0,PLAN03,0.06666666666666667,Documentary,6,789,1
CUST007725,Vihaan,Diallo,43.0,Female,United States,New York,2020-01-03,Paid Social,Individual,English,2370,167.0,6.0,69.16666666666667,0.0,0.0,0.0,,0,15.0,232.35,0.0,1,0,1,27.833333333333332,6.0,6.0,PLAN02,0.0,Anime,5,2370,0
CUST007357,Charlotte,Robert,32.0,Male,Nigeria,Lagos,2025-11-25,App Store,Family,Spanish,217,720.0,12.0,63.25,4.0,1.0,0.0,,0,7.0,48.93,0.0,1,0,1,60.0,12.0,12.0,PLAN01,0.0,Stand-Up Comedy,7,217,0
CUST001472,Jack,Lee,13.0,Male,Philippines,Davao City,2026-02-25,Organic Search,Individual,Japanese,125,243.0,6.0,77.33333333333333,5.0,1.0,2.0,2.5,1,3.0,46.47,1.0,1,0,0,40.5,6.0,5.0,PLAN02,0.25,Horror,5,125,1
CUST006297,Lucas,Laurent,49.0,Female,India,Chennai,2021-04-28,Paid Social,Student,Tagalog,1889,592.0,14.0,66.92857142857143,0.0,0.0,1.0,,0,15.0,232.35,0.0,1,0,1,42.285714285714285,14.0,14.0,PLAN02,0.0,Family,11,1889,0
CUST007779,Olivia,Yoon,23.0,Female,Argentina,Rosario,2025-05-16,Email Campaign,Family,Tagalog,410,551.0,12.0,69.16666666666667,5.0,2.0,3.0,3.0,1,13.0,298.87,0.0,1,0,1,45.916666666666664,12.0,12.0,PLAN03,0.0,Anime,10,410,0
CUST005817,Pari,Zhang,58.0,Male,United States,New York,2022-06-07,Partner Bundle (Telecom),Family,German,1484,305.0,5.0,68.6,0.0,0.0,0.0,,0,12.0,83.88,3.0,1,0,0,61.0,5.0,5.0,PLAN01,0.2,Anime,5,1484,1
CUST004837,Harper,Banda,27.0,Male,FRANCE,Marseille,2022-02-21,Organic Search,Family,Arabic,1590,827.0,18.0,63.111111111111114,0.0,0.0,1.0,4.0,1,15.0,232.35,0.0,1,0,1,45.94444444444444,18.0,17.0,PLAN02,0.0,Comedy,12,1590,0
CUST006113,Matthew,Saito,19.0,Male,Philippines,Cebu City,2023-10-28,Paid Social,Corporate Bundle,English,976,46.0,2.0,73.0,5.0,1.0,1.0,2.0,1,13.0,90.87,2.0,1,0,0,23.0,2.0,2.0,PLAN01,0.13333333333333333,Comedy,2,976,1
CUST004318,Emma,Cho,23.0,Other,South Africa,Cape Town,2025-12-09,App Store,Individual,Hindi,203,1131.0,10.0,75.1,4.5,2.0,0.0,,0,6.0,92.94,0.0,1,0,1,113.1,10.0,9.0,PLAN02,0.0,Family,8,203,0
CUST000982,Elena,Ahmed,28.0,Female,Poland,Krakow,2023-10-29,Direct,Individual,Arabic,975,620.0,10.0,70.5,0.0,0.0,4.0,4.5,1,15.0,344.84999999999997,0.0,1,0,1,62.0,10.0,10.0,PLAN03,0.0,Drama,7,975,0
CUST006831,Matthew,Hoffmann,65.0,Female,United Kingdom,Liverpool,2020-12-26,Paid Social,Individual,English,2012,330.0,6.0,90.33333333333333,2.0,1.0,3.0,2.5,1,15.0,344.84999999999997,0.0,1,0,1,55.0,6.0,6.0,PLAN03,0.0,Reality,4,2012,0
CUST004339,Liam,Park,47.0,Male,United States,Los Angeles,2022-06-12,Paid Social,Individual,English,1479,507.0,11.0,71.54545454545455,0.0,0.0,1.0,1.0,1,14.0,97.86,1.0,1,0,1,46.09090909090909,11.0,11.0,PLAN01,0.06666666666666667,Anime,8,1479,1
CUST007127,Sakura,Menon,45.0,Female,United States,Chicago,2019-03-20,Affiliate Partner,Family,English,2659,440.0,9.0,71.33333333333333,4.0,1.0,0.0,,0,12.0,83.88,3.0,1,0,1,48.888888888888886,9.0,9.0,PLAN01,0.2,Anime,5,2659,1
CUST001269,Isabella,Ali,34.0,Female,France,Austin,2025-05-12,Paid Social,Corporate Bundle,English,414,690.0,13.0,70.07692307692308,5.0,1.0,1.0,,0,11.0,76.89,2.0,1,0,0,53.07692307692308,13.0,13.0,PLAN01,0.15384615384615385,Anime,11,414,1
CUST005930,Huda,Oliveira,27.0,Male,Italy,Rome,2023-07-30,Partner Bundle (Telecom),Individual,Indonesian,1066,662.0,11.0,69.36363636363636,5.0,1.0,1.0,,0,15.0,344.84999999999997,0.0,1,0,1,60.18181818181818,11.0,11.0,PLAN03,0.0,Anime,8,1066,0
CUST000269,Ibrahim,Chikoti,26.0,Male,Mexico,Puebla,2025-07-21,Direct,Individual,English,344,430.0,8.0,63.875,1.0,1.0,0.0,,0,11.0,170.39000000000001,0.0,1,0,0,53.75,8.0,8.0,PLAN02,0.0,Anime,6,344,0
CUST000655,George,Robert,51.0,Male,South Korea,Austin,2025-04-22,Referral,Individual,English,434,168.0,3.0,79.66666666666667,0.0,0.0,0.0,,0,12.0,83.88,2.0,1,0,0,56.0,3.0,3.0,PLAN01,0.14285714285714285,Reality,2,434,1
CUST002649,Ahmed,Sheikh,31.0,Female,United States,Chicago,2019-10-01,Organic Search,Individual,Hindi,2464,708.0,14.0,75.07142857142857,0.0,0.0,4.0,4.5,1,13.0,90.87,2.0,1,0,1,50.57142857142857,14.0,14.0,PLAN01,0.13333333333333333,Anime,8,2464,1
CUST002885,Zola,Garcia,45.0,Female,UK,Austin,2023-10-25,Organic Search,Student,Spanish,979,723.0,15.0,67.66666666666667,0.0,0.0,0.0,,0,12.0,83.88,3.0,1,0,0,48.2,15.0,15.0,PLAN01,0.2,Anime,10,979,1
CUST004605,Pedro,Johnson,37.0,Male,Nigeria,Lagos,2020-12-30,App Store,Individual,Portuguese,2008,420.0,10.0,72.9,0.0,0.0,2.0,5.0,1,15.0,232.35,0.0,1,0,1,42.0,10.0,10.0,PLAN02,0.0,Comedy,7,2008,0
CUST005200,Sara,Bernard,39.0,Male,United Arab Emirates,Abu Dhabi,2025-07-19,Organic Search,Corporate Bundle,Spanish,346,459.0,8.0,74.875,0.0,0.0,0.0,,0,11.0,207.57,0.0,1,0,1,57.375,8.0,8.0,PLAN02,0.0,Action,5,346,0
CUST003195,Yuto,Dubois,42.0,Female,Mexico,Puebla,2022-11-17,Organic Search,Family,English,1321,397.0,10.0,62.6,0.0,0.0,0.0,,0,13.0,298.87,2.0,2,1,1,39.7,9.0,10.0,PLAN03,0.13333333333333333,Comedy,8,942,1
CUST000590,Ibrahim,Lim,30.0,Female,United States,New York,2024-03-05,Paid Social,Family,English,847,506.0,9.0,82.77777777777777,3.0,1.0,1.0,4.0,1,13.0,201.37,2.0,1,0,1,56.22222222222222,9.0,9.0,PLAN02,0.13333333333333333,Action,7,847,1
CUST006857,Ananya,Patel,36.0,Female,Indonesia,Bandung,2020-10-06,Direct,Individual,German,2093,306.0,8.0,70.125,0.0,0.0,1.0,3.0,1,10.0,69.9,5.0,1,0,1,38.25,8.0,8.0,PLAN01,0.3333333333333333,Romance,7,2093,1
CUST002761,Paula,Chowdhury,30.0,Male,Poland,Krakow,2024-03-22,Direct,Student,Spanish,830,758.0,13.0,61.15384615384615,0.0,0.0,2.0,3.5,1,14.0,97.86,1.0,1,0,1,58.30769230769231,13.0,13.0,PLAN01,0.06666666666666667,Family,10,830,1
CUST002819,Noah,Schneider,32.0,Male,India,Mumbai,2020-04-19,Direct,Family,English,2263,498.0,9.0,74.33333333333333,4.0,1.0,0.0,,0,14.0,167.76000000000002,1.0,1,0,1,55.333333333333336,9.0,9.0,PLAN01,0.06666666666666667,Action,9,2263,1
CUST005541,Diego,Weber,43.0,Male,U.K.,Manchester,2022-06-26,Organic Search,Individual,English,1465,455.0,9.0,66.11111111111111,3.6666666666666665,3.0,1.0,2.0,1,13.0,90.87,2.0,1,0,0,50.55555555555556,9.0,9.0,PLAN01,0.13333333333333333,Romance,5,1465,1
CUST004249,Patricia,Brown,23.0,Female,Germany,Berlin,2025-09-06,Affiliate Partner,Student,Korean,297,223.0,5.0,80.6,3.6666666666666665,3.0,0.0,,0,9.0,62.910000000000004,0.0,1,0,1,44.6,5.0,5.0,PLAN01,0.0,Documentary,5,297,0
CUST005177,Sofia,Wang,34.0,Female,United States,Austin,2022-09-06,Email Campaign,Individual,French,1393,356.0,8.0,78.0,4.0,2.0,1.0,3.0,1,14.0,321.85999999999996,1.0,1,0,1,44.5,8.0,8.0,PLAN03,0.06666666666666667,Reality,6,1393,1
CUST006257,Olivia,Schmidt,36.0,Female,United States,Chicago,2019-01-01,App Store,Individual,Italian,2737,301.0,6.0,76.83333333333333,2.0,1.0,2.0,3.0,1,14.0,97.86,1.0,1,0,1,50.166666666666664,6.0,6.0,PLAN01,0.06666666666666667,Action,6,2737,1
CUST001809,Yuto,Cho,38.0,Female,united states,Seattle,2023-09-06,Organic Search,Individual,English,1028,389.0,10.0,73.4,1.0,1.0,0.0,,0,15.0,216.86,0.0,1,0,1,38.9,10.0,10.0,PLAN02,0.0,Reality,9,1028,0
