customer_id,first_name,last_name,age,gender,country,city,registration_date,acquisition_channel,customer_segment,preferred_language
CUST000762,Naledi,Bernard,33.0,Male,Spain,Barcelona,2019-07-31,Affiliate Partner,Family,Spanish
CUST002628,Chidi,Zhao,47.0,Male,JAPAN,Tokyo,2021-08-28,Email Campaign,Individual,English
CUST003150,Kofi,Petit,28.0,Male,USA,Phoenix,2023-09-10,App Store,Individual,Japanese
CUST001644,Robert,Becker,35.0,Male,italy,Turin,2025-06-03,Affiliate Partner,Individual,German
CUST001278,Navya,Chen,32.0,Female,Poland,Warsaw,2024-09-01,Organic Search,Family,Hindi
CUST000426,Aarav,Alves,16.0,Male,United States,Los Angeles,2023-12-28,Referral,Student,Spanish
CUST005130,Andrew,Kang,37.0,Female,Brazil,Rio de Janeiro,2026-05-26,Paid Social,Individual,Spanish
CUST003239,Daniel,Wu,28.0,Male,Canada,Vancouver,2019-11-23,Paid Social,Corporate Bundle,Korean
CUST001953,Khalid,Adeyemi,32.0,Male,India,Chennai,2020-10-21,App Store,Individual,English
CUST000229,Maya,Dubois,27.0,Male,India,Kolkata,2024-02-25,Organic Search,Family,Japanese
CUST001671,Isabella,Watanabe,43.0,Female,Japan,Nagoya,2024-12-10,Organic Search,Individual,English
CUST006096,Sara,Hoffmann,47.0,Female,Canada,Austin,2020-01-29,Organic Search,Student,German
CUST000694,Oliver,Ito,36.0,Male,NIGERIA,Abuja,2023-02-17,App Store,Student,Hindi
CUST001042,Ayaan,Laurent,52.0,Female,South Africa,Austin,2019-09-22,Paid Social,Individual,Korean
CUST006954,Liam,Chikoti,44.0,Female,Poland,Wroclaw,2024-10-09,Paid Social,Student,Hindi
CUST006787,Aarav,Schmidt,44.0,Male,Mexico,Monterrey,2024-08-30,Paid Social,Individual,Spanish
CUST002472,Freddie,Rahman,32.0,Male,Nigeria,Kano,2020-10-25,Organic Search,Individual,German
CUST004562,Emma,Mensah,44.0,Male,France,Lyon,2024-01-20,Paid Social,Individual,Hindi
CUST003902,Navya,Hussain,44.0,Female,BRAZIL,Rio de Janeiro,2023-03-08,Direct,Individual,English
CUST003461,Sarah,Davis,24.0,Male,Mexico,Monterrey,2024-09-06,Email Campaign,Student,English
CUST006468,Qiang,Ahmed,32.0,Female,India,Hyderabad,2020-10-02,Referral,Family,English
CUST003650,Sota,Lim,35.0,Male,argentina,Cordoba,2026-04-04,Affiliate Partner,Individual,English
CUST001129,Aditya,Leroy,33.0,Female,BR,Rio de Janeiro,2022-07-19,Organic Search,Individual,English
CUST005528,Vihaan,Koch,16.0,Female,France,Nice,2022-03-12,Organic Search,Corporate Bundle,Indonesian
CUST006981,Carlos,Meyer,30.0,Female,United States,New York,2025-11-18,Organic Search,Individual,English
CUST007490,Amara,Meyer,39.0,Female,United Kingdom,Manchester,2025-11-01,Paid Social,Individual,Hindi
CUST000059,Salma,Martinez,37.0,Male,FR,Paris,2024-04-03,App Store,Individual,Hindi
CUST001972,Aarav,Ahmed,59.0,Female,Australia,Melbourne,2020-01-23,Partner Bundle (Telecom),Student,English
CUST004768,Yuto,Menon,26.0,Male,Australia,Brisbane,2025-04-09,Organic Search,Corporate Bundle,Portuguese
CUST003394,Linda,Koch,13.0,Female,INDIA,Mumbai,2019-11-08,App Store,Family,English
CUST004943,Zola,Kobayashi,23.0,Male,India,Mumbai,2024-09-08,Partner Bundle (Telecom),Family,Spanish
CUST002657,Feng,Robert,19.0,Female,Indonesia,Bandung,2020-09-19,App Store,Family,Spanish
CUST000097,Hao,Chen,30.0,Female,Germany,Austin,2020-01-26,App Store,Corporate Bundle,English
CUST007315,Michael,Yang,34.0,Female,U.S.A,Seattle,2024-12-07,Organic Search,Individual,French
CUST000961,Diego,Chowdhury,31.0,Female,Brazil,Salvador,2020-07-22,Partner Bundle (Telecom),Family,German
CUST001678,Oliver,Fischer,35.0,Male,United States,Los Angeles,2019-11-12,App Store,Student,French
CUST002523,Oscar,Johnson,28.0,Female,United Kingdom,Birmingham,2019-07-22,Referral,Individual,French
CUST000878,Reyansh,Wu,44.0,Female,India,Kolkata,2020-06-29,App Store,Family,Japanese
CUST003222,Harry,Pereira,32.0,Male,India,Pune,2019-06-17,Partner Bundle (Telecom),Family,Portuguese
CUST000157,Lucia,Durand,33.0,Male,Argentina,Buenos Aires,2021-10-16,Paid Social,Individual,Hindi
CUST006653,Maya,Otieno,23.0,Female,South Korea,Incheon,2025-07-18,App Store,Family,Portuguese
CUST003828,Elijah,Rahman,42.0,Female,Indonesia,Surabaya,2021-04-11,Paid Social,Individual,English
CUST000612,Valentina,Koch,35.0,Male,India,Delhi,2021-02-03,Referral,Student,English
CUST001727,Nia,Baig,48.0,Male,Indonesia,Jakarta,2019-04-11,Organic Search,Individual,Hindi
CUST002843,Jun,Santos,32.0,Female,BR,Fortaleza,2019-10-26,Organic Search,Individual,Spanish
CUST001189,Daniel,Santos,36.0,Female,Canada,Ottawa,2022-05-31,Direct,Individual,Spanish
CUST006585,Kofi,Chowdhury,29.0,Female,Germany,Austin,2019-05-03,Affiliate Partner,Individual,English
CUST000448,Anika,Zhang,25.0,Female,United Kingdom,Manchester,2022-07-21,Organic Search,Student,English
CUST003887,Sora,Muller,25.0,Female,United States,Miami,2021-10-31,Email Campaign,Corporate Bundle,Hindi
CUST004170,Sai,Jung,33.0,Female,India,Pune,2026-05-07,Direct,Family,English
CUST004767,Feng,Malik,45.0,Female,United Arab Emirates,Dubai,2019-11-24,Referral,Individual,Arabic
CUST000593,Logan,Fischer,41.0,Female,Spain,Barcelona,2024-07-29,Organic Search,Family,Japanese
CUST005213,Andrew,Durand,42.0,Female,United States,Chicago,2024-11-02,Organic Search,Individual,Japanese
CUST006935,Amara,Schneider,28.0,Male,India,Bengaluru,2023-05-07,Organic Search,Individual,Korean
CUST007225,Chidi,Miller,51.0,Female,United States,New York,2023-08-22,Email Campaign,Student,Indonesian
CUST002190,Hina,Wagner,39.0,Female,AUSTRALIA,Brisbane,2022-12-06,Affiliate Partner,Individual,French
CUST005911,Maya,Oliveira,37.0,Male,FRANCE,Paris,2021-04-11,Referral,Individual,French
CUST006567,Sarah,Wang,28.0,Female,United Kingdom,Glasgow,2024-05-07,Email Campaign,Individual,German
CUST000848,Zola,Rodriguez,43.0,Male,Brazil,Rio de Janeiro,2025-08-27,Paid Social,Family,English
CUST004953,Sophia,Okafor,51.0,Male,United States,Abuja,2020-05-15,Paid Social,Individual,German
CUST000625,Daniel,Gupta,50.0,Female,Germany,Cologne,2025-10-15,App Store,Corporate Bundle,Spanish
CUST002116,Valentina,Smith,32.0,Female,DE,Berlin,2025-01-26,Partner Bundle (Telecom),Individual,Tagalog
CUST007173,Aditya,Yang,32.0,Female,India,Bengaluru,2020-02-02,Direct,Corporate Bundle,English
CUST004075,Yusuf,Hussain,24.0,Male,United States,Los Angeles,2020-04-06,Affiliate Partner,Individual,Spanish
CUST004191,Amara,Chowdhury,32.0,Female,United Kingdom,Glasgow,2024-05-20,Affiliate Partner,Family,Hindi
CUST003806,Tariq,Alves,15.0,Other,Germany,Munich,2024-07-13,Affiliate Partner,Family,English
CUST000757,Robert,Jung,51.0,Male,United States,Chicago,2019-11-02,Organic Search,Individual,Portuguese
CUST003843,Themba,Davis,54.0,Female,France,Lyon,2019-09-09,Paid Social,Individual,Portuguese
CUST006605,Ali,Johnson,39.0,Male,India,Kolkata,2026-02-13,Organic Search,Individual,English
CUST002276,Charlie,Otieno,29.0,Male,France,Austin,2020-03-03,App Store,Individual,Hindi
CUST002677,Patricia,Moreau,16.0,Female,Canada,Calgary,2025-09-05,Organic Search,Corporate Bundle,English
CUST004542,Emma,Brown,14.0,Male,United States,Los Angeles,2022-09-10,Organic Search,Student,Portuguese
CUST001733,Ethan,Khan,13.0,Male,Italy,Milan,2021-05-01,Referral,Family,Korean
CUST006581,Saanvi,Hoffmann,36.0,Male,Japan,Austin,2026-03-29,Referral,Individual,English
CUST001560,Linda,Wu,35.0,Male,United Kingdom,Glasgow,2022-12-09,Organic Search,Individual,Japanese
CUST003051,Charlie,Otieno,27.0,Female,United States,Barcelona,2025-11-13,Referral,Family,English
CUST005742,Alexander,Wang,22.0,Male,United States,Houston,2024-12-12,Referral,Individual,Indonesian
CUST002555,Hina,Tanaka,52.0,Male,CANADA,Calgary,2019-01-12,Partner Bundle (Telecom),Family,English
CUST001920,Sarah,Mensah,18.0,Female,united states,Miami,2021-03-10,Paid Social,Family,English
CUST000765,Omar,Lee,34.0,Other,Nigeria,Abuja,2022-04-02,Organic Search,Individual,German
CUST005823,Feng,Abara,28.0,Female,Japan,Tokyo,2021-05-24,Organic Search,Individual,English
CUST007756,Oscar,Schmidt,48.0,Male,Indonesia,Surabaya,2025-11-05,Partner Bundle (Telecom),Individual,French
CUST001748,Yuto,Yoon,18.0,Male,FR,Nice,2021-04-19,Email Campaign,Individual,Spanish
CUST001783,Lucas,Durand,46.0,Male,Canada,Montreal,2025-03-31,Organic Search,Family,English
CUST007229,Jacob,Schmidt,37.0,Male,Canada,Ottawa,2026-05-18,Organic Search,Individual,Hindi
CUST001260,Mary,Cho,47.0,Male,Germany,Munich,2026-02-18,Referral,Student,English
CUST005068,Ethan,Davis,40.0,Male,United States,Chennai,2025-09-17,Partner Bundle (Telecom),Individual,Japanese
CUST005346,Jose,Takahashi,27.0,Male,Canada,Calgary,2026-04-02,Paid Social,Student,English
CUST001025,Elena,Fischer,28.0,Female,United States,Toronto,2025-10-06,Paid Social,Individual,Hindi
CUST002911,Krishna,Wu,25.0,Female,Brazil,Fortaleza,2024-03-14,Referral,Student,Arabic
CUST000753,Riya,Williams,13.0,Male,India,Chennai,2024-08-21,Organic Search,Student,English
CUST001321,Riya,Meyer,31.0,Male,Italy,Austin,2024-07-12,App Store,Individual,Hindi
CUST000352,Krishna,Adeyemi,26.0,Female,Japan,Nagoya,2021-10-21,App Store,Family,English
CUST007672,Alfie,Hussain,46.0,Female,United States,Chicago,2022-09-03,Direct,Family,English
CUST006094,Elijah,Cho,26.0,Female,United States,New York,2025-01-24,Organic Search,Individual,English
CUST006750,Oscar,Lee,16.0,Female,France,Toulouse,2019-03-05,Partner Bundle (Telecom),Family,English
CUST002374,Jacob,Suzuki,26.0,Male,Spain,Madrid,2023-04-23,App Store,Individual,Indonesian
CUST006486,Paula,Yoon,26.0,Male,United Kingdom,Liverpool,2020-07-22,Email Campaign,Corporate Bundle,English
CUST001672,Oliver,Rodriguez,32.0,Male,United States,Hyderabad,2023-01-31,Organic Search,Corporate Bundle,English
CUST003376,Kwame,Costa,46.0,Male,United Arab Emirates,Abu Dhabi,2025-08-14,Direct,Individual,German
CUST000562,Leo,Okonkwo,13.0,Female,Brazil,Rio de Janeiro,2021-08-21,Referral,Individual,Hindi
CUST005667,Paula,Huang,45.0,Female,Mexico,Guadalajara,2025-10-21,Paid Social,Individual,Spanish
CUST004302,Ali,Weber,32.0,Male,United States,Miami,2023-01-23,App Store,Individual,Portuguese
CUST004536,Zara,Otieno,59.0,Female,Bharat,Pune,2024-09-28,Direct,Individual,Japanese
CUST002319,Ayaan,Rodrigues,37.0,Female,United States,Sharjah,2025-02-26,Direct,Student,German
CUST002690,Salma,Verma,53.0,Female,Canada,Toronto,2019-09-01,Direct,Individual,English
CUST003210,Mohammed,Hussain,33.0,Female,Nigeria,Lagos,2020-11-22,Affiliate Partner,Individual,English
CUST001048,Yuto,Moreau,36.0,Other,Britain,Leeds,2025-08-02,Organic Search,Student,Arabic
CUST002273,Navya,Weber,32.0,Female,Italy,Turin,2025-12-22,Affiliate Partner,Family,English
CUST001422,Ethan,Liu,41.0,Male,Nigeria,Kano,2025-03-29,Partner Bundle (Telecom),Individual,Spanish
CUST000415,Sophia,Adeyemi,31.0,Female,Brazil,Sao Paulo,2025-04-27,Referral,Family,Spanish
CUST006927,Vihaan,Sato,29.0,Female,India,Bengaluru,2020-11-29,Referral,Individual,English
CUST006014,Kofi,Liu,29.0,Female,United States,Seattle,2022-10-27,Direct,Student,Arabic
CUST001941,Lucia,Brown,52.0,Male,Spain,Barcelona,2021-05-08,Referral,Family,Spanish
CUST004872,Kwame,Chowdhury,20.0,Female,UK,Leeds,2022-04-17,Organic Search,Student,English
CUST002084,Sophia,Davis,46.0,Male,Australia,Melbourne,2019-11-30,App Store,Corporate Bundle,Spanish
CUST004465,Sami,Mwangi,25.0,Male,Mexico,Mexico City,2023-04-19,Organic Search,Corporate Bundle,Spanish
CUST001732,Yuto,Schmidt,41.0,Prefer not to say,Spain,Seville,2020-12-06,Organic Search,Family,Hindi
CUST006371,Daniela,Sheikh,37.0,Male,Japan,Tokyo,2023-01-19,Referral,Individual,English
CUST007989,Rania,Lim,39.0,Male,India,Mumbai,2024-11-03,Paid Social,Corporate Bundle,Hindi
CUST006473,Logan,Wagner,32.0,Other,United States,Chicago,2019-08-07,Email Campaign,Family,Hindi
CUST002274,Salma,Martin,15.0,Female,Brazil,Sao Paulo,2022-01-04,Referral,Family,English
CUST003039,Sota,Petit,32.0,Female,United Arab Emirates,Sharjah,2023-02-15,App Store,Individual,French
CUST000843,Elizabeth,Rahman,37.0,Female,India,Bengaluru,2019-12-03,Affiliate Partner,Family,Japanese
CUST001147,Sofia,Nair,30.0,Male,UK,Manchester,2021-08-23,Referral,Family,Italian
CUST007650,Pari,Nair,26.0,Male,United States,Miami,2024-12-12,Partner Bundle (Telecom),Individual,Arabic
CUST001766,Arjun,Okonkwo,46.0,Female,Spain,Seville,2022-05-05,Paid Social,Individual,Italian
CUST006552,Wei,Lim,37.0,Female,Poland,Warsaw,2024-09-09,App Store,Individual,English
CUST001254,Diya,Weber,13.0,Female,Brazil,Fortaleza,2020-02-23,Email Campaign,Individual,French
CUST003662,John,Schmidt,38.0,Male,India,Delhi,2019-01-14,Affiliate Partner,Individual,English
CUST001481,George,Sheikh,22.0,Male,United States,New York,2022-12-10,Email Campaign,Corporate Bundle,English
CUST004829,Sara,Meyer,38.0,Male,Canada,Vancouver,2019-09-12,App Store,Individual,Arabic
CUST007356,Sota,Muller,23.0,Female,Canada,Ottawa,2023-02-18,Paid Social,Family,Korean
CUST007831,Anika,Muller,30.0,Male,Germany,Munich,2025-10-02,App Store,Individual,English
CUST007070,Navya,Gupta,26.0,Female,United States,Phoenix,2024-08-07,Referral,Individual,Korean
CUST000379,Ming,Leroy,32.0,Female,Canada,Austin,2020-02-05,Paid Social,Individual,Korean
CUST002307,Mason,Oliveira,32.0,Male,Spain,Madrid,2019-06-01,Organic Search,Individual,Korean
CUST005434,Kwame,Jung,13.0,Female,United States,Chicago,2020-03-03,Affiliate Partner,Family,French
CUST004253,Camila,Meyer,30.0,Female,United States,Miami,2021-07-28,Organic Search,Family,Japanese
CUST001418,Ming,Becker,26.0,Male,United Kingdom,London,2019-09-28,Referral,Student,English
CUST003574,Mariana,Park,31.0,Male,NG,Lagos,2026-03-26,App Store,Individual,English
CUST004205,Alfie,Singh,39.0,Female,Germany,Munich,2020-11-21,App Store,Individual,Hindi
CUST003099,Riku,Nakamura,32.0,Other,Australia,Sydney,2021-03-01,Paid Social,Family,English
CUST006301,Camila,Takahashi,22.0,Male,Japan,Nagoya,2026-04-27,Referral,Family,French
CUST003152,Sophia,Banda,39.0,Female,India,Hyderabad,2021-06-30,Direct,Individual,Italian
CUST007825,Michael,Koch,33.0,Female,India,Ahmedabad,2022-04-26,Paid Social,Individual,Arabic
CUST006030,Fatima,Hussain,24.0,Female,Canada,Calgary,2021-12-27,Email Campaign,Individual,Hindi
CUST006342,Yuto,Lee,26.0,Male,Indonesia,Jakarta,2020-05-10,Partner Bundle (Telecom),Family,English
CUST002058,Oliver,Costa,33.0,Female,united states,Miami,2021-12-13,Paid Social,Individual,Japanese
CUST005883,Zara,Zhou,27.0,Male,USA,Austin,2022-04-25,Paid Social,Individual,Arabic
CUST007854,Riya,Moreau,41.0,Female,Poland,Wroclaw,2020-05-16,Paid Social,Student,Japanese
CUST001898,Anika,Davis,21.0,Female,Philippines,Manila,2023-08-12,Organic Search,Student,Japanese
CUST007867,Kwame,Lim,39.0,Female,canada,Calgary,2020-06-07,Partner Bundle (Telecom),Family,Arabic
CUST007327,Leo,Zhang,32.0,Female,Nigeria,Ibadan,2025-08-14,Organic Search,Student,English
CUST006593,Alexander,Becker,16.0,Male,Argentina,Cordoba,2021-06-05,Organic Search,Individual,English
CUST002541,Amelia,Yamamoto,39.0,Female,United States,Jakarta,2024-10-26,App Store,Individual,Portuguese
CUST003194,Fatima,Schneider,44.0,Male,Germany,Berlin,2023-10-20,Affiliate Partner,Family,English
CUST004448,Diego,Watanabe,18.0,Female,Japan,Tokyo,2022-09-14,App Store,Individual,English
CUST007464,Sarah,Malik,41.0,Other,United States,Montreal,2023-09-25,Email Campaign,Individual,Hindi
CUST004878,Reyansh,Dubois,13.0,Male,India,Ahmedabad,2025-07-13,Organic Search,Individual,French
CUST006460,Yong,Yamamoto,34.0,Male,United Kingdom,Manchester,2021-10-25,Referral,Individual,English
CUST001176,Chidi,Santos,29.0,Male,India,Hyderabad,2023-03-01,Organic Search,Corporate Bundle,French
CUST004951,Tendai,Baig,32.0,Male,Canada,Ottawa,2020-12-08,Organic Search,Student,English
CUST001722,Oliver,Baig,25.0,Male,United Kingdom,London,2023-11-12,Referral,Family,Portuguese
CUST006436,Jose,Ito,38.0,Female,France,Toulouse,2021-02-11,App Store,Family,French
CUST002113,Aditya,Ahmed,30.0,Male,USA,Chicago,2025-08-03,Organic Search,Student,Portuguese
CUST005484,Harper,Hussain,37.0,Male,Germany,Berlin,2019-09-21,Partner Bundle (Telecom),Individual,French
CUST006263,Isabella,Petit,36.0,Female,France,Toulouse,2025-03-20,Email Campaign,Family,Polish
CUST005307,Juan,Hoffmann,13.0,Female,South Africa,Austin,2023-02-12,Affiliate Partner,Family,English
CUST000548,Feng,Verma,15.0,Male,United States,Houston,2020-09-22,Organic Search,Individual,Tagalog
CUST005235,Paula,Reddy,26.0,Female,United States,Busan,2025-06-10,Affiliate Partner,Individual,English
CUST004463,Mariana,Santos,31.0,Female,United States,Miami,2022-05-25,Referral,Individual,Portuguese
CUST007864,Robert,Qureshi,28.0,Male,India,Chennai,2026-01-23,Referral,Family,English
CUST002575,Isabella,Schmidt,24.0,Male,United States,Paris,2026-05-18,Organic Search,Corporate Bundle,Arabic
CUST000173,Miguel,Huang,29.0,Female,India,Delhi,2025-08-05,Paid Social,Individual,Indonesian
CUST006985,Luis,Brown,29.0,Male,Canada,Ottawa,2019-10-15,App Store,Family,Arabic
CUST005809,Khalid,Leroy,32.0,Male,United States,Phoenix,2021-12-03,Paid Social,Corporate Bundle,Korean
CUST001633,Oscar,Patel,40.0,Male,IN,Hyderabad,2025-10-29,Referral,Family,German
CUST006819,Naledi,Reddy,36.0,Female,India,Bengaluru,2022-01-02,Organic Search,Individual,German
CUST001635,Ali,Kim,32.0,Female,United States,New York,2019-10-22,Referral,Family,English
CUST006312,Hassan,Schmidt,17.0,Male,Nigeria,Abuja,2023-10-08,App Store,Individual,Arabic
CUST004639,Naledi,Zhou,25.0,Female,brazil,Sao Paulo,2019-02-12,Paid Social,Family,Spanish
CUST006776,Kofi,Koch,25.0,Male,Canada,Vancouver,2024-05-23,Organic Search,Individual,Polish
CUST003366,Nia,Tanaka,24.0,Female,United States,Austin,2023-11-11,Direct,Individual,Hindi
CUST006610,Juan,Yang,36.0,Male,Indonesia,Jakarta,2024-07-05,App Store,Student,English
CUST002752,Salma,Oliveira,36.0,Male,ARGENTINA,Rosario,2025-03-19,Paid Social,Individual,English
CUST006519,Nia,Adeyemi,47.0,Female,AUSTRALIA,Perth,2021-08-11,Affiliate Partner,Corporate Bundle,Spanish
CUST006684,Amina,Fischer,22.0,Male,India,Hyderabad,2020-10-22,Direct,Individual,Indonesian
CUST004231,Carlos,Ahmed,19.0,Male,France,Toulouse,2022-08-17,Referral,Family,English
CUST001039,Reyansh,Moreau,20.0,Male,India,Ahmedabad,2020-10-06,Affiliate Partner,Family,Hindi
CUST000324,Mia,Okonkwo,29.0,Male,united states,Los Angeles,2023-01-03,Referral,Corporate Bundle,Arabic
CUST004251,Khalid,Zhao,45.0,Female,Bharat,Hyderabad,2019-11-01,Organic Search,Individual,French
CUST003909,Lei,Silva,38.0,Prefer not to say,Germany,Frankfurt,2019-04-09,Organic Search,Individual,English
CUST007017,Oliver,Choi,52.0,Male,United States,Seattle,2023-12-24,Affiliate Partner,Family,Japanese
CUST006576,Susan,Okafor,46.0,Female,South Africa,Durban,2019-04-23,Organic Search,Individual,Hindi
CUST000894,Paula,Khan,34.0,Male,United States,Austin,2021-02-04,Organic Search,Family,English
CUST001673,Feng,Singh,29.0,Male,GERMANY,Cologne,2023-06-23,Referral,Individual,Hindi
CUST002346,Luis,Chowdhury,20.0,Male,Mexico,Guadalajara,2025-11-30,Organic Search,Family,Italian
CUST000325,Jack,Costa,28.0,Male,Argentina,Cordoba,2023-06-17,Referral,Individual,Portuguese
CUST001216,Sophia,Jones,32.0,Male,India,Pune,2025-06-20,Referral,Family,Indonesian
CUST007690,John,Brown,43.0,Female,United States,Austin,2025-06-26,Organic Search,Individual,English
CUST004054,Wei,Schmidt,22.0,Male,Brazil,Brasilia,2022-11-30,Organic Search,Student,English
CUST004571,Mason,Nair,20.0,Other,U.K.,Glasgow,2025-07-10,Affiliate Partner,Family,English
CUST007326,Miguel,Adeyemi,45.0,Male,Spain,Seville,2025-09-17,Paid Social,Individual,English
CUST007245,Anika,Menon,37.0,Female,United Arab Emirates,Sharjah,2019-08-27,App Store,Student,English
CUST001130,Daniel,Baig,42.0,Female,United Arab Emirates,Abu Dhabi,2023-07-23,Affiliate Partner,Corporate Bundle,English
CUST003095,Amina,Sato,46.0,Female,United Arab Emirates,Dubai,2021-12-04,App Store,Corporate Bundle,Tagalog
CUST003746,Amara,Takahashi,16.0,Female,India,Bengaluru,2019-11-13,Organic Search,Family,English
CUST005426,Saanvi,Lee,23.0,Male,South Africa,Austin,2023-02-21,Affiliate Partner,Individual,Hindi
CUST000665,David,Zhou,44.0,Female,United States,Austin,2022-06-16,Email Campaign,Family,German
CUST004481,Ibrahim,Garcia,19.0,Male,United Kingdom,Birmingham,2025-05-21,Organic Search,Individual,Korean
CUST002630,James,Brown,28.0,Female,France,Nice,2024-11-07,Organic Search,Individual,Indonesian
CUST000209,Omar,Rodrigues,13.0,Male,Spain,Seville,2025-11-03,Referral,Family,Portuguese
CUST005004,Krishna,Reddy,17.0,Female,United States,Houston,2024-04-11,Referral,Corporate Bundle,Spanish
CUST000748,Huda,Sheikh,24.0,Male,Canada,Vancouver,2019-10-31,Paid Social,Student,Spanish
CUST001430,Naledi,Otieno,54.0,Prefer not to say,United Kingdom,Birmingham,2025-02-14,Partner Bundle (Telecom),Individual,Spanish
CUST000799,Themba,Diallo,35.0,Female,United States,Miami,2023-12-17,Email Campaign,Family,English
CUST000089,Diego,Fischer,42.0,Male,South Africa,Durban,2019-01-11,Organic Search,Corporate Bundle,Indonesian
CUST000735,Ethan,Zhao,24.0,Male,Spain,Valencia,2023-10-09,Organic Search,Individual,English
CUST005573,Ishaan,Wagner,35.0,Male,Argentina,Buenos Aires,2023-04-02,Email Campaign,Individual,Spanish
CUST004765,Aditya,Mensah,46.0,Other,United Kingdom,London,2024-07-04,Referral,Corporate Bundle,French
CUST002727,Ali,Rahman,23.0,Female,Italy,Turin,2024-10-01,Referral,Student,English
CUST001175,Jacob,Qureshi,50.0,Prefer not to say,Australia,Perth,2023-03-20,App Store,Individual,English
CUST001927,Salma,Nakamura,39.0,Male,Spain,Madrid,2023-04-17,Organic Search,Student,English
CUST005286,Ali,Richard,39.0,Female,United Kingdom,London,2025-03-30,Email Campaign,Individual,English
CUST001154,Sara,Takahashi,29.0,Female,France,Marseille,2025-03-05,Paid Social,Family,English
CUST000199,Ayaan,Menon,43.0,Female,United States,Austin,2024-12-19,Paid Social,Individual,Japanese
CUST002603,Ishaan,Schmidt,51.0,Male,India,Chennai,2020-07-11,App Store,Individual,Hindi
CUST007681,Paula,Williams,13.0,Female,India,Chennai,2020-02-08,Paid Social,Individual,German
CUST001098,Ming,Jung,55.0,Male,Japan,Tokyo,2025-01-20,Paid Social,Individual,English
CUST000549,Isabella,Mwangi,49.0,Female,South Africa,Durban,2024-04-21,App Store,Individual,Arabic
CUST002647,Maya,Meyer,25.0,Male,India,Kolkata,2023-04-26,Affiliate Partner,Family,Spanish
CUST002025,John,Okafor,43.0,Male,United States,Miami,2021-05-01,Paid Social,Individual,Polish
CUST001966,Oliver,Robert,42.0,Male,United States,Austin,2021-06-05,App Store,Student,Hindi
CUST003439,Omar,Rodriguez,29.0,Male,Nigeria,Kano,2024-02-01,Paid Social,Individual,English
CUST001322,Ayaan,Malik,33.0,Male,United States,Los Angeles,2026-04-01,Referral,Student,Polish
CUST003300,Mariana,Wagner,21.0,Male,India,Chennai,2022-06-26,Partner Bundle (Telecom),Individual,Japanese
CUST005763,Sophia,Zhang,31.0,Male,India,Bengaluru,2025-08-10,Direct,Individual,Hindi
CUST007985,Huda,Tanaka,54.0,Male,Spain,Seville,2025-08-30,Organic Search,Family,Hindi
CUST005210,Miguel,Lee,53.0,Male,United States,Austin,2024-09-10,Referral,Individual,Hindi
CUST004706,Zola,Laurent,42.0,Female,IN,Kolkata,2025-08-25,Paid Social,Family,English
CUST005266,Hassan,Banda,29.0,Male,Brazil,Rio de Janeiro,2020-06-17,App Store,Individual,Hindi
CUST003465,Kiara,Weber,26.0,Male,Japan,Yokohama,2025-04-04,Organic Search,Individual,Japanese
CUST005776,Karen,Laurent,33.0,Female,Brazil,Salvador,2023-09-08,Organic Search,Student,Japanese
CUST005423,Juan,Yamamoto,40.0,Male,United States,Chicago,2022-11-13,Partner Bundle (Telecom),Individual,Hindi
CUST005201,Harper,Pereira,32.0,Male,Spain,Seville,2019-12-07,Paid Social,Corporate Bundle,Korean
CUST007345,Hina,Wang,32.0,Female,Italy,Turin,2019-07-03,Partner Bundle (Telecom),Family,English
CUST006764,Jennifer,Reddy,47.0,Female,Argentina,Rosario,2023-07-15,Partner Bundle (Telecom),Individual,Japanese
CUST006464,James,Laurent,29.0,Other,United Kingdom,Liverpool,2020-08-24,Organic Search,Individual,German
CUST003837,Ren,Becker,14.0,Other,South Africa,Cape Town,2020-01-30,Direct,Corporate Bundle,Spanish
CUST000938,Leo,Reddy,50.0,Female,Italy,Rome,2021-06-30,Organic Search,Individual,Portuguese
CUST005940,Sami,Miller,38.0,Female,INDIA,Ahmedabad,2020-12-11,Organic Search,Individual,Portuguese
CUST002779,Olivia,Garcia,33.0,Female,United States,Los Angeles,2019-11-29,Affiliate Partner,Family,English
CUST003310,Mary,Wang,41.0,Male,United States,Austin,2026-03-21,Organic Search,Individual,English
CUST003945,Kiara,Li,13.0,Prefer not to say,Japan,Yokohama,2025-02-09,Partner Bundle (Telecom),Individual,Indonesian
CUST002133,Jacob,Garcia,35.0,Male,Canada,Vancouver,2019-04-04,Paid Social,Individual,German
CUST005076,Alfie,Ali,13.0,Female,FRANCE,Toulouse,2022-09-11,Paid Social,Corporate Bundle,Portuguese
CUST007503,Harper,Kobayashi,31.0,Female,INDIA,Hyderabad,2019-12-08,Partner Bundle (Telecom),Corporate Bundle,English
CUST005092,Sakura,Moreau,30.0,Female,United States,Miami,2022-05-02,Organic Search,Family,English
CUST002670,Noor,Qureshi,28.0,Female,Philippines,Manila,2021-03-08,Referral,Student,English
CUST003800,Tao,Kang,24.0,Male,India,Hyderabad,2023-05-15,Paid Social,Individual,Japanese
CUST002465,Mason,Moreau,46.0,Female,France,Marseille,2020-10-15,Partner Bundle (Telecom),Individual,English
CUST004099,Mariana,Wang,37.0,Female,India,Mumbai,2025-10-09,Email Campaign,Individual,Hindi
